order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysolophus,Eudyptes chrysolophus,,Macaroni Penguin,,,,,,VU,A2bce+3bce+4bce,2013,decreasing,5,,,,6,,,,"P,SP","SI,O",2,,,,,SA,,35,37,,62,,,,69,,,,,,,,6,5,8,,"NS+,OS",,,,,,,,,,77,86,,,
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,patagonicus,Aptenodytes patagonicus,,King Penguin,,,,,,LC,,2012,increasing,14.3,,,,16,,,,P-Tm,N/A,1,,,,,SA,,52,54,,,313,350,,130,,,,38,,,,5,4,5,,OS,,,,,,,,,,82,93,,,
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,forsteri,Aptenodytes forsteri,,Emperor Penguin,,,,,,NT,,2012,stable,30,,,,38,,,,P,N/A,1,,,,,SA,,62,67,,,147-190,,,113,,,,,,,,5,3,9,,OS,,,,,,,,,,92,95,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,robustus,Eudyptes robustus,,Snares Penguin, Snares Islands Penguin, Snares Crested Penguin,,,,VU,D2,2012,stable,2.8,,,,3.4,,,,"SP,Tm","O,CI",2,,,,,SA,,31,37,,75,,,,,,,,,,,,5,,,,OS,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,pachyrhynchus,Eudyptes pachyrhynchus,,Fiordland Penguin, Fiordland Crested Penguin,,,,,VU,A2be+3bce+4bce;C1+2a(i),2012,decreasing,3.4,,,,3.7,,,,"Tm,SP","O,Cr",2,,,,,SA,,31,36,,75,,,,52,,,,0,,,,(3-4),3,4,,NS+,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,antarcticus,Pygoscelis antarcticus,Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica ,Chinstrap Penguin,,,,,,LC,,2012,increasing,3.8,,,,3.8,,,,"P,SP","O,SI",2,,,,,SA,,33,37,,,49,59,,86,,,,0,,,,(3-5),3,5,,NS+,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysocome,Eudyptes chrysocome,,Southern Rockhopper Penguin, Rockhopper Penguin,,,,,VU,A2abcde+3bcde+4abcde,2012,decreasing,,2.3,2.7,,,2.8,3.4,,"Tm,SP","O,Cr",2,,,,,SA,,33,39,,,60,70,,49,,,,0,,,,,,,,OS,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,sclateri,Eudyptes sclateri,,Erect-crested Penguin, Big-crested Penguin,,,,,EN,"A2b;B2ab(i,ii,iv,v)",2012,decreasing,,2.8,5.4,,,3.4,6.3,,"Tm,SP",,2,,,,,sa,35,,,,75,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,humboldti,Spheniscus humboldti,,Humboldt Penguin, Peruvian Penguin,,,,,VU,A2bcde+3bcde+4bcde;C1+2b,2013,decreasing,4.5,,,,4.5,,,,"Tm,STr",Cr,2,,,,,SA,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,moseleyi,Eudyptes moseleyi,,Northern Rockhopper Penguin,,,,,,EN,A2acde+3cde+4acde,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,parasiticus,Stercorarius parasiticus,,Arctic Jaeger, Arctic Skua, Arctic Jaeger,,,,LC,,2012,stable,0.4,0.3,0.6,,0.5,0.3,0.6,,P-Tm,O,2,1,2,,,SP,26,24,29,,31,26,38,,,,,,,14,28,,4,3,7,,NS,104,,,,18,,,,89,,,,,
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,skua,Catharacta skua,Stercorarius skua|Stercorarius skua skua|Stercorarius skua skua,Great Skua,,,,,,LC,,2012,stable,1.48,,,,1.356,,,,Tm,O,2,,,,,SP,29,26,32,,46,40,51,,40,,,,,,,,6.8,,,,NS,150,,,,,,,,93,,,,,
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,maccormicki,Catharacta maccormicki,Stercorarius maccormicki|Stercorarius maccormicki maccormicki|Stercorarius maccormicki maccormicki,South Polar Skua,,,,,,LC,,2012,stable,,0.9,1.6,,,0.9,1.6,,P,O,2,,,,,SP,,28,31,,,36,53,,,,,,6,,,+,6,,,+,NS+,,130,140,,,,,,,90,95,,,
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,antarctica,Catharacta antarctica,Catharacta lonnbergi|Stercorarius lonnbergi,Brown Skua,,,,,,LC,,2014,stable,,1.2,2.1,,,1.2,2.1,,P-Tm,O,2,,,,,SP,,28,32,,,45,50,,,,,,,,,,6,,,+,NS,,126,160,,,,,,,90,96,,,
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,longicaudus,Stercorarius longicaudus,,Long-tailed Jaeger, Long-tailed Skua,,,,,LC,,2012,stable,,0.28,0.44,,,0.21,0.35,,"P,SP",O,2,,,,,SP,24.2,,,,25,24,28,,,,,,24,,,,3,,,,NS,96,,,,8,,,,,,,,,
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,chilensis,Catharacta chilensis,Stercorarius chilensis,Chilean Skua,,,,,,LC,,2012,stable,,1.1,1.7,,,1.1,1.7,,Tm,O,2,,,,,SP,,28,32,,,,,,,,,,,,,,,,,,NS,,130,138,,,,,,,,,,,
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,pomarinus,Stercorarius pomarinus,,Pomarine Jaeger, Pomarine Skua,,,,,LC,,2012,stable,,0.68,1,,,0.52,0.85,,"P,SP",O,2,1,3,,,SP,25,23,27,,,,,,,,,,14,,,+,,,,,NS+,,,,,,,,,,,,,,
SULIFORMES,SULIDAE,Sula,granti,Sula granti,,Nazca Booby,,,,,,LC,,2012,decreasing,1.88,,,,1.63,,,,Tr,O,1.6,,,,,A,43,,,,120,,,,,,,,,30,62,,,,,,"NS,OS",,,,,,,,,83.2,,,,,
SULIFORMES,SULIDAE,Sula,sula,Sula sula,,Red-footed Booby,,,,,,LC,,2012,decreasing,,0.8,1.5,,,0.8,1.5,,Tr,T,1,,,,,A,44.5,43,49,,101.5,91,139,,20,,,,190,,,,(2-4),2,4,,OS,151,,,,30,,,+,90,,,,,
SULIFORMES,SULIDAE,Sula,dactylatra,Sula dactylatra,,Masked Booby,,,,,,LC,,2012,decreasing,2.1,,,,1.88,,,,"STr,Tr","CI,O",2,1,2,,,A,43,38,49,,130,109,151,,35,,,,,50,150,,(2-4),2,4,,OS,156,,,,30,,,+,92.5,,,,,
SULIFORMES,SULIDAE,Morus,bassanus,Morus bassanus,Sula bassana bassana|Sula bassana bassana,Northern Gannet, Gannet,,,,,LC,,2012,increasing,3.07,,,,2.93,,,,Tm,"CI,O",1,,,,,A,43.6,,,,91,,,,80,,,,0,,,,4,3,6,,OS,185,,,,30,,,,94,,,,,
SULIFORMES,SULIDAE,Sula,leucogaster,Sula leucogaster,,Brown Booby,,,,,,LC,,2012,decreasing,,0.9,1.8,,,0.9,1.8,,Tr,"O,CI",2,1,3,,,A,42.8,,,,95,85,105,,27,,,,,118,259,,(2-4),2,4,,"NS,OS",148,,,,27,,,,,92,96,,,
SULIFORMES,SULIDAE,Sula,nebouxii,Sula nebouxii,,Blue-footed Booby,,,,,,LC,,2012,stable,1.8,,,,1.28,,,,Tr,"CI,O",2,1,3,,,A,41,,,,102,,,,,,,,56,,,,(2-6),2,6,,"NS,OS",156,,,,20,,,+,,,,,,
SULIFORMES,SULIDAE,Sula,variegata,Sula variegata,,Peruvian Booby,,,,,,LC,,2012,stable,1.3,,,,1.3,,,,Tm-STr,"CI,O",1.5,1,2,,,A,42,,,,78,,,,,,,,62,,,,(2-3),2,3,,"NS,OS",,,,,20,,,+,,,,,,
SULIFORMES,SULIDAE,Morus,capensis,Morus capensis,Sula capensis capensis,Cape Gannet,,,,,,VU,"A2acde+3cde+4acde; B2ab(iii,iv,v)",2012,decreasing,2.7,,,,2.7,,,,"Tm,STr",O,1,,,,,A,44,,,,97.2,,,,,,,,0,,,,(3-4),3,4,,OS,,171,185,,30,,,+,,,,,,
SULIFORMES,SULIDAE,Morus,serrator,Morus serrator,Sula serrator serrator,Australasian Gannet, Australian Gannet,,,,,LC,,2012,increasing,2.3,,,,2.3,,,,Tm,"O,CI",1,,,,,A,43.6,37,50,,102,95,109,,,,,,0,,,,(3-7),3,7,,OS,,,,,30,,,+,,,,,,
SULIFORMES,SULIDAE,Papasula,abbotti,Papasula abbotti,Sula abbotti abbotti,Abbott's Booby,,,,,,EN,"B2ab(ii,iii,v)",2012,decreasing,1.46,,,,1.46,,,,Tr,T,1,,,,B,A,,56,57,,,151-168,,,,,,,,180,230,,,,,,OS,,,,,30,,,+,,,,,,
CHARADRIIFORMES,THINOCORIDAE,Attagis,gayi,Attagis gayi,,Rufous-bellied Seedsnipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,THINOCORIDAE,Attagis,malouinus,Attagis malouinus,,White-bellied Seedsnipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,THINOCORIDAE,Thinocorus,orbignyianus,Thinocorus orbignyianus,,Grey-breasted Seedsnipe, Gray-breasted Seedsnipe,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,THINOCORIDAE,Thinocorus,rumicivorus,Thinocorus rumicivorus,,Least Seedsnipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,bocagei,Bostrychia bocagei,,Dwarf Ibis, Sao Tome Ibis,,,,,CR,C2a(ii),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,carunculata,Bostrychia carunculata,,Wattled Ibis,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,hagedash,Bostrychia hagedash,,Hadada Ibis, Hadada,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,olivacea,Bostrychia olivacea,,Olive Ibis, Olive Ibis,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,rara,Bostrychia rara,,Spot-breasted Ibis,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Cercibis,oxycerca,Cercibis oxycerca,,Sharp-tailed Ibis,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,albus,Eudocimus albus,,White Ibis, American White Ibis,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,Eudocimus ruber,,Scarlet Ibis,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,calvus,Geronticus calvus,,Southern Bald Ibis, Bald Ibis,,,,,VU,A3c+4c;C2a(ii),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,eremita,Geronticus eremita,,Northern Bald Ibis, Waldrapp, Bald Ibis, Hermit Ibis,,,CR,C2a(ii),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Lophotibis,cristata,Lophotibis cristata,,Madagascar Crested Ibis, White-winged Ibis, Madagascar Ibis,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Mesembrinibis,cayennensis,Mesembrinibis cayennensis,,Green Ibis,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Nipponia,nippon,Nipponia nippon,,Asian Crested Ibis, Japanese Crested Ibis, Crested Ibis,,,,EN,B1ab(iii),2013,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Phimosus,infuscatus,Phimosus infuscatus,,Bare-faced Ibis, Whispering Ibis,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,ajaja,Platalea ajaja,Ajaia ajaja ajaja|Ajaia ajaja ajaja,Roseate Spoonbill,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,alba,Platalea alba,,African Spoonbill,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,flavipes,Platalea flavipes,,Yellow-billed Spoonbill,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,leucorodia,Platalea leucorodia,,Eurasian Spoonbill, Spoonbill, European Spoonbill,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,minor,Platalea minor,,Black-faced Spoonbill,,,,,,EN,C2a(ii),2014,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,regia,Platalea regia,,Royal Spoonbill,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,Plegadis chihi,,White-faced Ibis,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,falcinellus,Plegadis falcinellus,,Glossy Ibis,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,ridgwayi,Plegadis ridgwayi,,Puna Ibis,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,davisoni,Pseudibis davisoni,,White-shouldered Ibis, Black Ibis,,,,,CR,A3cd+4cd,2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,papillosa,Pseudibis papillosa,,Red-naped Ibis,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Thaumatibis,gigantea,Thaumatibis gigantea,Pseudibis gigantea gigantea|Pseudibis gigantea gigantea|Pseudibis gigantea gigantea,Giant Ibis,,,,,,CR,A2cd+3cd+4cd;C2a(i),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,branickii,Theristicus branickii,,Andean Ibis,,,,,,NT,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caerulescens,Theristicus caerulescens,Harpiprion caerulescens caerulescens,Plumbeous Ibis,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caudatus,Theristicus caudatus,,Buff-necked Ibis,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,melanopis,Theristicus melanopis,,Black-faced Ibis,,,,,,LC,,2014,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,aethiopicus,Threskiornis aethiopicus,,African Sacred Ibis, Sacred Ibis,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,bernieri,Threskiornis bernieri,,Madagascar Sacred Ibis,,,,,,EN,C1,2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,melanocephalus,Threskiornis melanocephalus,,Black-headed Ibis,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,moluccus,Threskiornis moluccus,Threskiornis molucca,Australian Ibis, Australian White Ibis, Australian Ibis, White Ibis,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,solitarius,Threskiornis solitarius,Raphus solitarius ,Reunion Ibis, Reunion Ibis, Reunion Flightless Ibis, Reunion Solitaire,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,spinicollis,Threskiornis spinicollis,,Straw-necked Ibis,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Ortyxelos,meiffrenii,Ortyxelos meiffrenii,,Quail-plover, Quail-plover,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,castanotus,Turnix castanotus,Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota ,Chestnut-backed Buttonquail, Chestnut-backed Button-quail,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,everetti,Turnix everetti,,Sumba Buttonquail,,,,,,VU,"B1ab(iii,iv,v);C2a(ii)",2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,hottentottus,Turnix hottentottus,,Hottentot Buttonquail, Black-rumped Buttonquail,,,,,EN,C2a(i),2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,maculosus,Turnix maculosus,Turnix maculosa |Turnix maculosa |Turnix maculosa ,Red-backed Buttonquail, Red-backed Button-quail,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,melanogaster,Turnix melanogaster,,Black-breasted Buttonquail, Black-breasted Button-quail,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,nanus,Turnix nanus,,Black-rumped Buttonquail,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,nigricollis,Turnix nigricollis,,Madagascar Buttonquail,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,novaecaledoniae,Turnix novaecaledoniae,,New Caledonian Buttonquail,,,,,,CR,D,2014,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,ocellatus,Turnix ocellatus,Turnix ocellata |Turnix ocellata ,Spotted Buttonquail,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,olivii,Turnix olivii,Turnix olivei olivei,Buff-breasted Buttonquail, Buff-breasted Button-quail,,,,,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(ii)",2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,pyrrhothorax,Turnix pyrrhothorax,,Red-chested Buttonquail, Red-chested Button-quail,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,suscitator,Turnix suscitator,,Barred Buttonquail,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,sylvaticus,Turnix sylvaticus,Turnix sylvatica |Turnix sylvatica |Turnix sylvatica |Turnix sylvatica ,Common Buttonquail, Kurrichane Buttonquail, Andalusian Hemipode,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,tanki,Turnix tanki,,Yellow-legged Buttonquail,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,varius,Turnix varius,,Painted Buttonquail,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,velox,Turnix velox,,Little Buttonquail, Little Button-quail,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,TURNICIDAE,Turnix,worcesteri,Turnix worcesteri,,Luzon Buttonquail, Worcester's Buttonquail,,,,,DD,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
